,stim1,prompt1,answer1,trialsthisRepN,trialsthisTrialN,trialsthisIndex,participant,Trials_responsekeys,Trials_responsecorr,Trials_responsert,condition,stimLoc,promptType
32,near_right,Home,left,0.0,10.0,7.0,34545091,left,1.0,1.313999999999993,Frisbee,Near,Absolute
33,far_right,Left,left,0.0,11.0,1.0,34545091,left,1.0,1.1299999999999957,Frisbee,Far,Relative
34,far_right,Away,left,0.0,12.0,13.0,34545091,left,1.0,0.8990000000000009,Frisbee,Far,Absolute
35,far_left,Right,left,0.0,13.0,8.0,34545091,left,1.0,0.8129999999999882,Frisbee,Far,Relative
36,near_left,Left,right,0.0,14.0,2.0,34545091,right,1.0,1.4639999999999986,Frisbee,Near,Relative
37,near_right,Right,right,0.0,15.0,11.0,34545091,right,1.0,0.9979999999999905,Frisbee,Near,Relative
38,near_right,Left,right,1.0,0.0,3.0,34545091,right,1.0,1.0,Frisbee,Near,Relative
39,far_left,Right,left,1.0,1.0,8.0,34545091,left,1.0,2.647999999999996,Frisbee,Far,Relative
40,far_left,Away,right,1.0,2.0,12.0,34545091,right,1.0,0.9509999999999934,Frisbee,Far,Absolute
41,near_left,Left,right,1.0,3.0,2.0,34545091,right,1.0,1.7980000000000018,Frisbee,Near,Relative
42,near_left,Home,left,1.0,4.0,6.0,34545091,left,1.0,1.0490000000000066,Frisbee,Near,Absolute
43,far_left,Left,left,1.0,5.0,0.0,34545091,left,1.0,0.9499999999999886,Frisbee,Far,Relative
44,near_left,Away,right,1.0,6.0,14.0,34545091,right,1.0,0.8149999999999977,Frisbee,Near,Absolute
45,near_right,Home,left,1.0,7.0,7.0,34545091,left,1.0,0.9159999999999968,Frisbee,Near,Absolute
46,near_right,Right,right,1.0,8.0,11.0,34545091,right,1.0,0.6490000000000009,Frisbee,Near,Relative
47,far_right,Home,right,1.0,9.0,5.0,34545091,right,1.0,0.8480000000000132,Frisbee,Far,Absolute
48,far_right,Right,right,1.0,10.0,9.0,34545091,right,1.0,0.6980000000000359,Frisbee,Far,Relative
49,far_right,Left,left,1.0,11.0,1.0,34545091,left,1.0,0.7490000000000236,Frisbee,Far,Relative
50,far_right,Away,left,1.0,12.0,13.0,34545091,left,1.0,0.9989999999999668,Frisbee,Far,Absolute
51,near_left,Right,left,1.0,13.0,10.0,34545091,left,1.0,0.7320000000000277,Frisbee,Near,Relative
52,far_left,Home,right,1.0,14.0,4.0,34545091,right,1.0,1.3000000000000114,Frisbee,Far,Absolute
53,near_right,Away,left,1.0,15.0,15.0,34545091,left,1.0,0.8329999999999699,Frisbee,Near,Absolute
54,near_right,Left,right,2.0,0.0,3.0,34545091,right,1.0,0.8140000000000214,Frisbee,Near,Relative
55,far_left,Left,left,2.0,1.0,0.0,34545091,left,1.0,1.115000000000009,Frisbee,Far,Relative
56,far_left,Home,right,2.0,2.0,4.0,34545091,right,1.0,0.8180000000000405,Frisbee,Far,Absolute
57,near_right,Home,left,2.0,3.0,7.0,34545091,left,1.0,0.9320000000000164,Frisbee,Near,Absolute
58,far_left,Away,right,2.0,4.0,12.0,34545091,right,1.0,0.7139999999999986,Frisbee,Far,Absolute
59,near_right,Right,right,2.0,5.0,11.0,34545091,right,1.0,0.8319999999999936,Frisbee,Near,Relative
60,near_left,Left,right,2.0,6.0,2.0,34545091,right,1.0,1.247000000000014,Frisbee,Near,Relative
61,far_right,Right,right,2.0,7.0,9.0,34545091,right,1.0,1.0319999999999825,Frisbee,Far,Relative
62,near_left,Home,left,2.0,8.0,6.0,34545091,left,1.0,0.8830000000000382,Frisbee,Near,Absolute
63,near_right,Away,left,2.0,9.0,15.0,34545091,left,1.0,1.0680000000000405,Frisbee,Near,Absolute
64,near_left,Away,right,2.0,10.0,14.0,34545091,right,1.0,0.9800000000000182,Frisbee,Near,Absolute
65,far_right,Away,left,2.0,11.0,13.0,34545091,left,1.0,1.0670000000000073,Frisbee,Far,Absolute
66,near_left,Right,left,2.0,12.0,10.0,34545091,left,1.0,0.7829999999999586,Frisbee,Near,Relative
67,far_right,Home,right,2.0,13.0,5.0,34545091,right,1.0,0.8829999999999814,Frisbee,Far,Absolute
68,far_right,Left,left,2.0,14.0,1.0,34545091,left,1.0,0.8669999999999618,Frisbee,Far,Relative
69,far_left,Right,left,2.0,15.0,8.0,34545091,left,1.0,0.8000000000000114,Frisbee,Far,Relative
70,far_left,Away,right,3.0,0.0,12.0,34545091,right,1.0,1.117999999999995,Frisbee,Far,Absolute
71,far_left,Right,left,3.0,1.0,8.0,34545091,left,1.0,0.6680000000000064,Frisbee,Far,Relative
72,far_right,Away,left,3.0,2.0,13.0,34545091,left,1.0,0.8820000000000051,Frisbee,Far,Absolute
73,far_right,Right,right,3.0,3.0,9.0,34545091,right,1.0,0.8329999999999699,Frisbee,Far,Relative
74,far_right,Left,left,3.0,4.0,1.0,34545091,left,1.0,0.8689999999999714,Frisbee,Far,Relative
75,near_right,Right,right,3.0,5.0,11.0,34545091,right,1.0,0.8310000000000173,Frisbee,Near,Relative
76,near_right,Left,right,3.0,6.0,3.0,34545091,right,1.0,0.7980000000000018,Frisbee,Near,Relative
77,far_left,Home,right,3.0,7.0,4.0,34545091,right,1.0,0.7830000000000155,Frisbee,Far,Absolute
78,far_left,Left,left,3.0,8.0,0.0,34545091,left,1.0,0.9329999999999928,Frisbee,Far,Relative
79,near_left,Away,right,3.0,9.0,14.0,34545091,right,1.0,0.7169999999999845,Frisbee,Near,Absolute
80,far_right,Home,right,3.0,10.0,5.0,34545091,right,1.0,0.8669999999999618,Frisbee,Far,Absolute
81,near_left,Left,right,3.0,11.0,2.0,34545091,right,1.0,0.8799999999999955,Frisbee,Near,Relative
82,near_left,Home,left,3.0,12.0,6.0,34545091,left,1.0,0.7340000000000373,Frisbee,Near,Absolute
83,near_right,Away,left,3.0,13.0,15.0,34545091,left,1.0,1.0159999999999627,Frisbee,Near,Absolute
84,near_left,Right,left,3.0,14.0,10.0,34545091,left,1.0,0.6639999999999873,Frisbee,Near,Relative
85,near_right,Home,left,3.0,15.0,7.0,34545091,left,1.0,0.7840000000000487,Frisbee,Near,Absolute
22,near_right,Left,right,0.0,0.0,3.0,36148861,right,1.0,1.896000000000015,Frisbee,Near,Relative
23,far_left,Right,left,0.0,1.0,8.0,36148861,left,1.0,0.7449999999999477,Frisbee,Far,Relative
24,near_left,Home,left,0.0,2.0,6.0,36148861,left,1.0,1.1659999999999968,Frisbee,Near,Absolute
25,far_right,Home,right,0.0,3.0,5.0,36148861,right,1.0,1.4039999999999964,Frisbee,Far,Absolute
26,far_right,Right,right,0.0,4.0,9.0,36148861,right,1.0,0.8179999999999836,Frisbee,Far,Relative
27,near_right,Away,left,0.0,5.0,15.0,36148861,left,1.0,1.5720000000000027,Frisbee,Near,Absolute
28,near_left,Left,right,0.0,6.0,2.0,36148861,right,1.0,1.7069999999999936,Frisbee,Near,Relative
29,near_left,Right,left,0.0,7.0,10.0,36148861,left,1.0,0.8780000000000427,Frisbee,Near,Relative
30,near_right,Right,right,0.0,8.0,11.0,36148861,right,1.0,0.4710000000000037,Frisbee,Near,Relative
31,near_left,Away,right,0.0,9.0,14.0,36148861,right,1.0,0.7980000000000018,Frisbee,Near,Absolute
32,far_right,Away,left,0.0,10.0,13.0,36148861,left,1.0,0.6069999999999709,Frisbee,Far,Absolute
33,far_left,Away,right,0.0,11.0,12.0,36148861,right,1.0,1.0360000000000014,Frisbee,Far,Absolute
34,near_right,Home,left,0.0,12.0,7.0,36148861,left,1.0,1.2729999999999675,Frisbee,Near,Absolute
35,far_left,Left,left,0.0,13.0,0.0,36148861,left,1.0,1.0459999999999925,Frisbee,Far,Relative
36,far_right,Left,left,0.0,14.0,1.0,36148861,left,1.0,1.1700000000000157,Frisbee,Far,Relative
37,far_left,Home,right,0.0,15.0,4.0,36148861,right,1.0,0.8330000000000268,Frisbee,Far,Absolute
38,near_right,Away,left,1.0,0.0,15.0,36148861,left,1.0,0.8470000000000368,Frisbee,Near,Absolute
39,near_left,Home,left,1.0,1.0,6.0,36148861,left,1.0,1.2839999999999918,Frisbee,Near,Absolute
40,near_right,Home,left,1.0,2.0,7.0,36148861,left,1.0,0.7259999999999991,Frisbee,Near,Absolute
41,far_left,Right,left,1.0,3.0,8.0,36148861,left,1.0,0.8329999999999699,Frisbee,Far,Relative
42,far_left,Away,right,1.0,4.0,12.0,36148861,right,1.0,0.5160000000000196,Frisbee,Far,Absolute
43,far_left,Left,left,1.0,5.0,0.0,36148861,left,1.0,1.3599999999999568,Frisbee,Far,Relative
44,far_right,Home,right,1.0,6.0,5.0,36148861,right,1.0,0.9089999999999918,Frisbee,Far,Absolute
45,near_left,Away,right,1.0,7.0,14.0,36148861,right,1.0,0.7879999999999541,Frisbee,Near,Absolute
46,near_left,Right,left,1.0,8.0,10.0,36148861,left,1.0,0.7199999999999704,Frisbee,Near,Relative
47,far_right,Left,left,1.0,9.0,1.0,36148861,left,1.0,0.9670000000000414,Frisbee,Far,Relative
48,near_right,Right,right,1.0,10.0,11.0,36148861,right,1.0,0.8549999999999613,Frisbee,Near,Relative
49,far_left,Home,right,1.0,11.0,4.0,36148861,right,1.0,1.2749999999999773,Frisbee,Far,Absolute
50,near_right,Left,right,1.0,12.0,3.0,36148861,right,1.0,3.0280000000000205,Frisbee,Near,Relative
51,near_left,Left,right,1.0,13.0,2.0,36148861,right,1.0,1.3239999999999554,Frisbee,Near,Relative
52,far_right,Right,right,1.0,14.0,9.0,36148861,right,1.0,0.9069999999999824,Frisbee,Far,Relative
53,far_right,Away,left,1.0,15.0,13.0,36148861,left,1.0,0.5049999999999955,Frisbee,Far,Absolute
54,near_right,Away,left,2.0,0.0,15.0,36148861,left,1.0,1.120999999999981,Frisbee,Near,Absolute
55,near_left,Right,left,2.0,1.0,10.0,36148861,left,1.0,0.5850000000000364,Frisbee,Near,Relative
56,far_left,Home,right,2.0,2.0,4.0,36148861,right,1.0,2.0159999999999627,Frisbee,Far,Absolute
57,far_right,Right,right,2.0,3.0,9.0,36148861,right,1.0,0.912999999999954,Frisbee,Far,Relative
58,near_right,Right,right,2.0,4.0,11.0,36148861,right,1.0,0.5889999999999986,Frisbee,Near,Relative
59,near_left,Left,right,2.0,5.0,2.0,36148861,right,1.0,1.2199999999999704,Frisbee,Near,Relative
60,far_right,Home,right,2.0,6.0,5.0,36148861,right,1.0,0.9319999999999596,Frisbee,Far,Absolute
61,far_left,Right,left,2.0,7.0,8.0,36148861,left,1.0,0.7729999999999677,Frisbee,Far,Relative
62,far_right,Left,left,2.0,8.0,1.0,36148861,left,1.0,1.1370000000000005,Frisbee,Far,Relative
63,far_left,Left,left,2.0,9.0,0.0,36148861,left,1.0,1.0150000000000432,Frisbee,Far,Relative
64,near_left,Away,right,2.0,10.0,14.0,36148861,right,1.0,1.649000000000001,Frisbee,Near,Absolute
65,near_right,Left,right,2.0,11.0,3.0,36148861,left,0.0,0.8550000000000182,Frisbee,Near,Relative
66,near_right,Home,left,2.0,12.0,7.0,36148861,left,1.0,1.0509999999999875,Frisbee,Near,Absolute
67,far_left,Away,right,2.0,13.0,12.0,36148861,right,1.0,1.2620000000000005,Frisbee,Far,Absolute
68,far_right,Away,left,2.0,14.0,13.0,36148861,left,1.0,0.9959999999999808,Frisbee,Far,Absolute
69,near_left,Home,left,2.0,15.0,6.0,36148861,left,1.0,1.6730000000000018,Frisbee,Near,Absolute
70,near_left,Home,left,3.0,0.0,6.0,36148861,left,1.0,1.1310000000000286,Frisbee,Near,Absolute
71,far_left,Home,right,3.0,1.0,4.0,36148861,right,1.0,1.5690000000000168,Frisbee,Far,Absolute
72,far_right,Right,right,3.0,2.0,9.0,36148861,right,1.0,1.5139999999999532,Frisbee,Far,Relative
73,near_left,Right,left,3.0,3.0,10.0,36148861,left,1.0,0.8009999999999877,Frisbee,Near,Relative
74,far_left,Left,left,3.0,4.0,0.0,36148861,left,1.0,1.2169999999999843,Frisbee,Far,Relative
75,far_left,Right,left,3.0,5.0,8.0,36148861,left,1.0,0.7400000000000091,Frisbee,Far,Relative
76,near_left,Left,right,3.0,6.0,2.0,36148861,right,1.0,1.0120000000000005,Frisbee,Near,Relative
77,near_right,Away,left,3.0,7.0,15.0,36148861,left,1.0,0.8919999999999959,Frisbee,Near,Absolute
78,near_right,Home,left,3.0,8.0,7.0,36148861,left,1.0,1.5699999999999932,Frisbee,Near,Absolute
79,far_left,Away,right,3.0,9.0,12.0,36148861,right,1.0,1.7869999999999209,Frisbee,Far,Absolute
80,near_left,Away,right,3.0,10.0,14.0,36148861,right,1.0,0.8790000000000191,Frisbee,Near,Absolute
81,far_right,Left,left,3.0,11.0,1.0,36148861,left,1.0,1.3500000000000227,Frisbee,Far,Relative
82,near_right,Right,right,3.0,12.0,11.0,36148861,right,1.0,0.8039999999999736,Frisbee,Near,Relative
83,far_right,Away,left,3.0,13.0,13.0,36148861,left,1.0,0.8269999999999982,Frisbee,Far,Absolute
84,near_right,Left,right,3.0,14.0,3.0,36148861,right,1.0,1.4610000000000127,Frisbee,Near,Relative
85,far_right,Home,right,3.0,15.0,5.0,36148861,right,1.0,1.0289999999999964,Frisbee,Far,Absolute
22,far_left,Away,right,0.0,0.0,12.0,3651739,right,1.0,1.4530000000000032,Frisbee,Far,Absolute
23,near_right,Right,right,0.0,1.0,11.0,3651739,right,1.0,0.9339999999999976,Frisbee,Near,Relative
24,near_left,Left,right,0.0,2.0,2.0,3651739,right,1.0,0.8520000000000323,Frisbee,Near,Relative
25,far_right,Right,right,0.0,3.0,9.0,3651739,right,1.0,1.134999999999991,Frisbee,Far,Relative
26,far_right,Left,left,0.0,4.0,1.0,3651739,left,1.0,1.117999999999995,Frisbee,Far,Relative
27,near_left,Away,right,0.0,5.0,14.0,3651739,right,1.0,1.0690000000000168,Frisbee,Near,Absolute
28,near_left,Right,left,0.0,6.0,10.0,3651739,left,1.0,1.1189999999999714,Frisbee,Near,Relative
29,near_left,Home,left,0.0,7.0,6.0,3651739,left,1.0,1.6030000000000086,Frisbee,Near,Absolute
30,far_right,Home,right,0.0,8.0,5.0,3651739,right,1.0,1.2849999999999682,Frisbee,Far,Absolute
31,far_right,Away,left,0.0,9.0,13.0,3651739,left,1.0,0.9180000000000064,Frisbee,Far,Absolute
32,far_left,Home,right,0.0,10.0,4.0,3651739,right,1.0,1.0339999999999918,Frisbee,Far,Absolute
33,near_right,Home,left,0.0,11.0,7.0,3651739,left,1.0,1.0840000000000032,Frisbee,Near,Absolute
34,near_right,Left,right,0.0,12.0,3.0,3651739,right,1.0,0.8679999999999949,Frisbee,Near,Relative
35,far_left,Right,left,0.0,13.0,8.0,3651739,left,1.0,1.0019999999999527,Frisbee,Far,Relative
36,near_right,Away,left,0.0,14.0,15.0,3651739,left,1.0,0.9519999999999982,Frisbee,Near,Absolute
37,far_left,Left,left,0.0,15.0,0.0,3651739,left,1.0,1.4879999999999995,Frisbee,Far,Relative
38,near_left,Away,right,1.0,0.0,14.0,3651739,right,1.0,0.8850000000000477,Frisbee,Near,Absolute
39,near_left,Left,right,1.0,1.0,2.0,3651739,right,1.0,0.8509999999999991,Frisbee,Near,Relative
40,far_right,Away,left,1.0,2.0,13.0,3651739,left,1.0,1.0679999999999836,Frisbee,Far,Absolute
41,far_right,Home,right,1.0,3.0,5.0,3651739,right,1.0,0.8829999999999814,Frisbee,Far,Absolute
42,far_left,Right,left,1.0,4.0,8.0,3651739,left,1.0,1.0179999999999725,Frisbee,Far,Relative
43,near_right,Right,right,1.0,5.0,11.0,3651739,right,1.0,0.6680000000000064,Frisbee,Near,Relative
44,far_left,Left,left,1.0,6.0,0.0,3651739,left,1.0,0.98599999999999,Frisbee,Far,Relative
45,far_left,Away,right,1.0,7.0,12.0,3651739,right,1.0,0.952000000000055,Frisbee,Far,Absolute
46,near_left,Home,left,1.0,8.0,6.0,3651739,left,1.0,0.9510000000000218,Frisbee,Near,Absolute
47,near_right,Home,left,1.0,9.0,7.0,3651739,left,1.0,0.6689999999999827,Frisbee,Near,Absolute
48,near_left,Right,left,1.0,10.0,10.0,3651739,left,1.0,3.1390000000000096,Frisbee,Near,Relative
49,near_right,Left,right,1.0,11.0,3.0,3651739,right,1.0,0.8839999999999577,Frisbee,Near,Relative
50,near_right,Away,left,1.0,12.0,15.0,3651739,left,1.0,0.9189999999999828,Frisbee,Near,Absolute
51,far_right,Left,left,1.0,13.0,1.0,3651739,left,1.0,2.454000000000008,Frisbee,Far,Relative
52,far_left,Home,right,1.0,14.0,4.0,3651739,right,1.0,1.6700000000000157,Frisbee,Far,Absolute
53,far_right,Right,right,1.0,15.0,9.0,3651739,right,1.0,1.7359999999999898,Frisbee,Far,Relative
54,far_left,Home,right,2.0,0.0,4.0,3651739,right,1.0,1.4010000000000105,Frisbee,Far,Absolute
55,far_left,Away,right,2.0,1.0,12.0,3651739,right,1.0,1.0679999999999836,Frisbee,Far,Absolute
56,near_right,Away,left,2.0,2.0,15.0,3651739,left,1.0,1.0339999999999918,Frisbee,Near,Absolute
57,far_right,Left,left,2.0,3.0,1.0,3651739,left,1.0,1.8029999999999973,Frisbee,Far,Relative
58,near_left,Away,right,2.0,4.0,14.0,3651739,right,1.0,0.968999999999994,Frisbee,Near,Absolute
59,near_left,Left,right,2.0,5.0,2.0,3651739,right,1.0,0.8700000000000045,Frisbee,Near,Relative
60,near_right,Home,left,2.0,6.0,7.0,3651739,left,1.0,0.5670000000000073,Frisbee,Near,Absolute
61,near_left,Right,left,2.0,7.0,10.0,3651739,left,1.0,0.8999999999999773,Frisbee,Near,Relative
62,near_left,Home,left,2.0,8.0,6.0,3651739,left,1.0,0.8690000000000282,Frisbee,Near,Absolute
63,near_right,Right,right,2.0,9.0,11.0,3651739,right,1.0,0.6340000000000146,Frisbee,Near,Relative
64,far_right,Away,left,2.0,10.0,13.0,3651739,left,1.0,1.0,Frisbee,Far,Absolute
65,far_left,Left,left,2.0,11.0,0.0,3651739,left,1.0,1.0020000000000095,Frisbee,Far,Relative
66,far_right,Right,right,2.0,12.0,9.0,3651739,right,1.0,0.6850000000000023,Frisbee,Far,Relative
67,far_left,Right,left,2.0,13.0,8.0,3651739,left,1.0,0.8020000000000209,Frisbee,Far,Relative
68,far_right,Home,right,2.0,14.0,5.0,3651739,right,1.0,1.0190000000000057,Frisbee,Far,Absolute
69,near_right,Left,right,2.0,15.0,3.0,3651739,right,1.0,0.9359999999999786,Frisbee,Near,Relative
70,far_left,Home,right,3.0,0.0,4.0,3651739,right,1.0,1.7369999999999663,Frisbee,Far,Absolute
71,near_left,Away,right,3.0,1.0,14.0,3651739,right,1.0,0.7860000000000014,Frisbee,Near,Absolute
72,near_right,Home,left,3.0,2.0,7.0,3651739,left,1.0,1.7029999999999743,Frisbee,Near,Absolute
73,near_right,Away,left,3.0,3.0,15.0,3651739,left,1.0,0.9180000000000064,Frisbee,Near,Absolute
74,near_left,Right,left,3.0,4.0,10.0,3651739,left,1.0,0.8690000000000282,Frisbee,Near,Relative
75,far_right,Right,right,3.0,5.0,9.0,3651739,right,1.0,0.6840000000000259,Frisbee,Far,Relative
76,far_left,Right,left,3.0,6.0,8.0,3651739,left,1.0,0.75,Frisbee,Far,Relative
77,far_right,Left,left,3.0,7.0,1.0,3651739,left,1.0,0.8679999999999949,Frisbee,Far,Relative
78,near_left,Home,left,3.0,8.0,6.0,3651739,left,1.0,1.1009999999999989,Frisbee,Near,Absolute
79,far_left,Away,right,3.0,9.0,12.0,3651739,right,1.0,1.3199999999999932,Frisbee,Far,Absolute
80,far_right,Home,right,3.0,10.0,5.0,3651739,right,1.0,1.1689999999999827,Frisbee,Far,Absolute
81,near_left,Left,right,3.0,11.0,2.0,3651739,right,1.0,0.6360000000000241,Frisbee,Near,Relative
82,far_right,Away,left,3.0,12.0,13.0,3651739,left,1.0,1.0179999999999725,Frisbee,Far,Absolute
83,far_left,Left,left,3.0,13.0,0.0,3651739,left,1.0,1.2010000000000218,Frisbee,Far,Relative
84,near_right,Right,right,3.0,14.0,11.0,3651739,right,1.0,0.7339999999999804,Frisbee,Near,Relative
85,near_right,Left,right,3.0,15.0,3.0,3651739,right,1.0,0.6009999999999991,Frisbee,Near,Relative
22,near_right,Home,left,0.0,0.0,7.0,3771103,left,1.0,1.2299999999999898,Frisbee,Near,Absolute
23,near_left,Home,left,0.0,1.0,6.0,3771103,left,1.0,1.445999999999998,Frisbee,Near,Absolute
24,near_right,Right,right,0.0,2.0,11.0,3771103,right,1.0,0.6820000000000164,Frisbee,Near,Relative
25,near_left,Right,left,0.0,3.0,10.0,3771103,left,1.0,0.7480000000000189,Frisbee,Near,Relative
26,far_right,Left,left,0.0,4.0,1.0,3771103,left,1.0,1.2139999999999986,Frisbee,Far,Relative
27,far_left,Right,left,0.0,5.0,8.0,3771103,left,1.0,0.6810000000000116,Frisbee,Far,Relative
28,far_right,Right,right,0.0,6.0,9.0,3771103,right,1.0,0.7649999999999864,Frisbee,Far,Relative
29,far_left,Left,left,0.0,7.0,0.0,3771103,left,1.0,1.0810000000000173,Frisbee,Far,Relative
30,near_left,Left,right,0.0,8.0,2.0,3771103,right,1.0,1.3640000000000043,Frisbee,Near,Relative
31,far_right,Away,left,0.0,9.0,13.0,3771103,left,1.0,0.8979999999999961,Frisbee,Far,Absolute
32,near_left,Away,right,0.0,10.0,14.0,3771103,right,1.0,0.9149999999999922,Frisbee,Near,Absolute
33,near_right,Left,right,0.0,11.0,3.0,3771103,right,1.0,1.26400000000001,Frisbee,Near,Relative
34,near_right,Away,left,0.0,12.0,15.0,3771103,left,1.0,0.8139999999999928,Frisbee,Near,Absolute
35,far_left,Home,right,0.0,13.0,4.0,3771103,right,1.0,2.010999999999996,Frisbee,Far,Absolute
36,far_left,Away,right,0.0,14.0,12.0,3771103,right,1.0,0.8639999999999759,Frisbee,Far,Absolute
37,far_right,Home,right,0.0,15.0,5.0,3771103,right,1.0,1.4139999999999873,Frisbee,Far,Absolute
38,far_left,Home,right,1.0,0.0,4.0,3771103,right,1.0,1.1630000000000111,Frisbee,Far,Absolute
39,near_left,Left,right,1.0,1.0,2.0,3771103,right,1.0,1.6800000000000068,Frisbee,Near,Relative
40,near_right,Left,right,1.0,2.0,3.0,3771103,right,1.0,1.5970000000000084,Frisbee,Near,Relative
41,far_right,Home,right,1.0,3.0,5.0,3771103,right,1.0,2.211999999999989,Frisbee,Far,Absolute
42,near_right,Home,left,1.0,4.0,7.0,3771103,left,1.0,1.7620000000000005,Frisbee,Near,Absolute
43,far_right,Right,right,1.0,5.0,9.0,3771103,right,1.0,1.0970000000000084,Frisbee,Far,Relative
44,near_right,Away,left,1.0,6.0,15.0,3771103,left,1.0,0.5989999999999895,Frisbee,Near,Absolute
45,near_left,Right,left,1.0,7.0,10.0,3771103,left,1.0,0.8980000000000246,Frisbee,Near,Relative
46,far_left,Left,left,1.0,8.0,0.0,3771103,left,1.0,1.1799999999999784,Frisbee,Far,Relative
47,near_right,Right,right,1.0,9.0,11.0,3771103,right,1.0,0.7479999999999905,Frisbee,Near,Relative
48,near_left,Home,left,1.0,10.0,6.0,3771103,left,1.0,1.2799999999999727,Frisbee,Near,Absolute
49,far_right,Left,left,1.0,11.0,1.0,3771103,left,1.0,1.646000000000015,Frisbee,Far,Relative
50,near_left,Away,right,1.0,12.0,14.0,3771103,right,1.0,0.7470000000000141,Frisbee,Near,Absolute
51,far_right,Away,left,1.0,13.0,13.0,3771103,left,1.0,0.7489999999999668,Frisbee,Far,Absolute
52,far_left,Away,right,1.0,14.0,12.0,3771103,right,1.0,0.714999999999975,Frisbee,Far,Absolute
53,far_left,Right,left,1.0,15.0,8.0,3771103,left,1.0,0.6970000000000027,Frisbee,Far,Relative
54,far_right,Left,left,2.0,0.0,1.0,3771103,left,1.0,1.1480000000000246,Frisbee,Far,Relative
55,near_right,Left,right,2.0,1.0,3.0,3771103,right,1.0,1.2969999999999686,Frisbee,Near,Relative
56,far_left,Left,left,2.0,2.0,0.0,3771103,left,1.0,1.6620000000000346,Frisbee,Far,Relative
57,near_left,Right,left,2.0,3.0,10.0,3771103,left,1.0,0.8149999999999977,Frisbee,Near,Relative
58,near_left,Left,right,2.0,4.0,2.0,3771103,right,1.0,1.2139999999999986,Frisbee,Near,Relative
59,far_left,Away,right,2.0,5.0,12.0,3771103,right,1.0,0.8319999999999936,Frisbee,Far,Absolute
60,far_right,Away,left,2.0,6.0,13.0,3771103,left,1.0,0.5319999999999823,Frisbee,Far,Absolute
61,far_right,Right,right,2.0,7.0,9.0,3771103,right,1.0,0.7980000000000018,Frisbee,Far,Relative
62,near_left,Away,right,2.0,8.0,14.0,3771103,right,1.0,0.7139999999999986,Frisbee,Near,Absolute
63,far_right,Home,right,2.0,9.0,5.0,3771103,right,1.0,1.2139999999999986,Frisbee,Far,Absolute
64,far_left,Right,left,2.0,10.0,8.0,3771103,left,1.0,0.6980000000000359,Frisbee,Far,Relative
65,near_left,Home,left,2.0,11.0,6.0,3771103,left,1.0,1.1639999999999873,Frisbee,Near,Absolute
66,near_right,Right,right,2.0,12.0,11.0,3771103,right,1.0,0.632000000000005,Frisbee,Near,Relative
67,far_left,Home,right,2.0,13.0,4.0,3771103,right,1.0,1.2139999999999986,Frisbee,Far,Absolute
68,near_right,Home,left,2.0,14.0,7.0,3771103,left,1.0,1.3140000000000214,Frisbee,Near,Absolute
69,near_right,Away,left,2.0,15.0,15.0,3771103,left,1.0,0.7810000000000059,Frisbee,Near,Absolute
70,far_right,Right,right,3.0,0.0,9.0,3771103,right,1.0,0.8810000000000286,Frisbee,Far,Relative
71,far_left,Home,right,3.0,1.0,4.0,3771103,right,1.0,1.34699999999998,Frisbee,Far,Absolute
72,near_left,Away,right,3.0,2.0,14.0,3771103,right,1.0,0.9979999999999905,Frisbee,Near,Absolute
73,near_left,Home,left,3.0,3.0,6.0,3771103,left,1.0,1.2959999999999925,Frisbee,Near,Absolute
74,near_left,Left,right,3.0,4.0,2.0,3771103,right,1.0,1.0470000000000257,Frisbee,Near,Relative
75,far_left,Left,left,3.0,5.0,0.0,3771103,left,1.0,1.2799999999999727,Frisbee,Far,Relative
76,far_right,Away,left,3.0,6.0,13.0,3771103,left,1.0,0.9470000000000028,Frisbee,Far,Absolute
77,near_right,Home,left,3.0,7.0,7.0,3771103,left,1.0,1.1640000000000439,Frisbee,Near,Absolute
78,far_right,Home,right,3.0,8.0,5.0,3771103,right,1.0,1.09699999999998,Frisbee,Far,Absolute
79,far_right,Left,left,3.0,9.0,1.0,3771103,left,1.0,0.8979999999999677,Frisbee,Far,Relative
80,far_left,Away,right,3.0,10.0,12.0,3771103,right,1.0,0.8310000000000173,Frisbee,Far,Absolute
81,near_right,Right,right,3.0,11.0,11.0,3771103,right,1.0,0.8140000000000214,Frisbee,Near,Relative
82,near_left,Right,left,3.0,12.0,10.0,3771103,left,1.0,0.7309999999999945,Frisbee,Near,Relative
83,far_left,Right,left,3.0,13.0,8.0,3771103,left,1.0,0.6150000000000091,Frisbee,Far,Relative
84,near_right,Left,right,3.0,14.0,3.0,3771103,right,1.0,0.9309999999999832,Frisbee,Near,Relative
85,near_right,Away,left,3.0,15.0,15.0,3771103,left,1.0,0.6650000000000205,Frisbee,Near,Absolute
22,near_left,Left,right,0.0,0.0,2.0,38638936,left,0.0,0.9179999999999781,Frisbee,Near,Relative
23,far_right,Home,right,0.0,1.0,5.0,38638936,right,1.0,1.016999999999996,Frisbee,Far,Absolute
24,near_right,Home,left,0.0,2.0,7.0,38638936,left,1.0,0.8679999999999949,Frisbee,Near,Absolute
25,near_left,Away,right,0.0,3.0,14.0,38638936,right,1.0,0.968999999999994,Frisbee,Near,Absolute
26,near_left,Right,left,0.0,4.0,10.0,38638936,left,1.0,0.5999999999999943,Frisbee,Near,Relative
